screen_name,برچسب نهایی,has_profile,has_tweet,has_temporal,has_complete_temporal,has_graph,modality_pattern
XPishik,human(2),True,True,True,True,False,Profile + Tweet + Temporal
khodn98,human(2),True,True,True,True,False,Profile + Tweet + Temporal
simin223316966,human(2),True,True,True,True,False,Profile + Tweet + Temporal
pirozzzzzzzzz,human(2),True,True,True,True,False,Profile + Tweet + Temporal
NaeimShahi_Nima,human(2),True,True,True,True,False,Profile + Tweet + Temporal
afshari_aku,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
akserouz,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
Bob00033791,human(2),True,True,False,False,True,Profile + Tweet + Graph
ShahbanouFarah,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Chahdortt,human(2),True,True,True,True,False,Profile + Tweet + Temporal
simurgh2580,human(2),True,True,True,True,False,Profile + Tweet + Temporal
shirinkhanomam,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Sssccpp,human(2),True,True,True,True,False,Profile + Tweet + Temporal
fuzakeruna16,human(2),True,True,True,True,False,Profile + Tweet + Temporal
chehre3521,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Mr20228,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
siahylashkar,human(2),True,True,False,False,False,Profile + Tweet
dadkhahim,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Ario1401,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
mahii_to,bot(1),True,True,False,False,False,Profile + Tweet
Safa_8863,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
navidi49,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Arsha45914097,human(2),True,True,True,True,False,Profile + Tweet + Temporal
gorbehsiah,unverified(4),True,True,False,False,False,Profile + Tweet
suuoozanam,human(2),True,True,False,False,False,Profile + Tweet
CemalK25777Cema,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
arteemis60,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
samirkh1389,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
DPezeshkian1403,News Agent(3),True,True,True,True,False,Profile + Tweet + Temporal
john_lucckk,can’t find,True,True,True,True,True,Profile + Tweet + Temporal + Graph
BELOVEDIRAAAAN,human(2),True,True,True,True,False,Profile + Tweet + Temporal
bardi1980,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Rppress0,bot(1),True,True,False,False,False,Profile + Tweet
JashniMitra,human(2),True,True,False,False,False,Profile + Tweet
javadsimin,human(2),True,True,True,True,False,Profile + Tweet + Temporal
FAli1969,human(2),True,True,False,False,False,Profile + Tweet
arezoubehrang_,human(2),True,True,True,True,False,Profile + Tweet + Temporal
MaryamDior,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
ariyaii_rahjoo,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Tymsar2578,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
FarashgardFdn,unverified(4),True,True,True,True,True,Profile + Tweet + Temporal + Graph
6njeli,human(2),True,True,False,False,False,Profile + Tweet
Scorpionofiran1,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ardeshiramiri,human(2),True,True,True,True,False,Profile + Tweet + Temporal
kamalpishvandi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
DavariAbdolreza,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Mehr_mihan,human(2),True,True,False,False,True,Profile + Tweet + Graph
ALBORZ_ANJOMAN,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
Sho_Ber_5,human(2),True,True,True,True,False,Profile + Tweet + Temporal
RADOCLUB,human(2),True,True,False,False,False,Profile + Tweet
NaghmeL,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
jwd06342045,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Nasrinrose1,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
dariush2023,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Ehsanism,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Nationalist101,bot(1),True,True,False,False,True,Profile + Tweet + Graph
crissss_sh,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
twittbirds7,bot(1),True,True,False,False,False,Profile + Tweet
pegah_shirazi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Parsaghobadi123,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
LiberalArtist00,human(2),True,True,True,True,False,Profile + Tweet + Temporal
memar1982,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Malin54449388,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
farshidbabaei18,human(2),True,True,True,True,False,Profile + Tweet + Temporal
RadmehrSiavash,human(2),True,True,False,False,False,Profile + Tweet
khokhlakof,unverified(4),True,True,False,False,True,Profile + Tweet + Graph
mojtabanikoo,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Pedar_Bozorgggg,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Amardiyamm,human(2),True,True,True,True,False,Profile + Tweet + Temporal
rahaaaman,human(2),True,True,True,True,False,Profile + Tweet + Temporal
CaramelCakeeee,human(2),True,True,True,True,False,Profile + Tweet + Temporal
KambizGhafouri,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
AliAghell,human(2),True,True,False,False,False,Profile + Tweet
quietgirl7319,human(2),True,True,True,True,False,Profile + Tweet + Temporal
kalaq666,bot(1),True,True,False,False,False,Profile + Tweet
AbiDel23952698,human(2),True,True,False,False,True,Profile + Tweet + Graph
Mojtabapacino,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Hoorieh81,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Milad_Aghai1,human(2),True,True,True,True,False,Profile + Tweet + Temporal
CheNahaara,human(2),True,True,True,True,False,Profile + Tweet + Temporal
b2Kaveh,human(2),True,True,True,True,False,Profile + Tweet + Temporal
NasehMohi,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
kont1320,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
the_leoleeny,human(2),True,True,True,True,False,Profile + Tweet + Temporal
History_Wall,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
BarfiiIran,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
JavidShahansha,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
Leila_Arya2,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
HegeI_javan,human(2),True,True,False,False,True,Profile + Tweet + Graph
kamangir77,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
firstzorba1,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ariafarpoori,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
drkopii,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
BParnian1,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
SepehriHamed,human(2),True,True,True,True,False,Profile + Tweet + Temporal
noodlesss1990,human(2),True,True,True,True,False,Profile + Tweet + Temporal
HSheibanyrad,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Thank_you_Dj,human(2),True,True,True,True,False,Profile + Tweet + Temporal
_Jese_Pinkman,human(2),True,True,True,True,False,Profile + Tweet + Temporal
sangtarash_azad,human(2),True,True,False,False,True,Profile + Tweet + Graph
shortfairy809,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
ANTIAMOONiM,human(2),True,True,False,False,False,Profile + Tweet
soozi2244,human(2),True,True,False,False,False,Profile + Tweet
APasserby12,human(2),True,True,True,True,False,Profile + Tweet + Temporal
manototv,News Agent(3),True,True,True,True,False,Profile + Tweet + Temporal
Omidam_Hamin,human(2),True,True,False,False,False,Profile + Tweet
JC_Constantine1,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
pesarrrr,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
trumppersia,human(2),True,True,False,False,False,Profile + Tweet
SHAHIAVID,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
sedaye_iran,human(2),True,True,True,True,False,Profile + Tweet + Temporal
IMbeatreas,human(2),True,True,False,False,True,Profile + Tweet + Graph
kazeroonkings,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
sohrab_siyavosh,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
SavaSavadkoohi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
AliAlimartin893,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Solo_Commando,human(2),True,True,False,False,True,Profile + Tweet + Graph
Saraab23734615,unverified(4),True,True,False,False,False,Profile + Tweet
0mhp037,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Hosein_Golzar75,bot(1),True,True,False,False,False,Profile + Tweet
ArminNavabi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
MahmoudZibaie,human(2),True,True,True,True,False,Profile + Tweet + Temporal
mostafaa_karimi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
AsgharSepehri,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
LadyJusticeIran,human(2),True,True,True,True,False,Profile + Tweet + Temporal
2EXPvZWQ7LLPX4P,human(2),True,True,True,True,False,Profile + Tweet + Temporal
scharllinn,human(2),True,True,True,True,False,Profile + Tweet + Temporal
E_Aria_N,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
0DZiSITpiiNtEKe,human(2),True,True,True,True,False,Profile + Tweet + Temporal
NoushaEshghi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
DanaMehraban,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Ansari_Bahman,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
1fE0H6Rofed6H0P,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
aliemamiofnyc,human(2),True,True,True,True,False,Profile + Tweet + Temporal
hashemasa,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Arezoo_8060,human(2),True,True,True,True,False,Profile + Tweet + Temporal
tanhatak5112,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
esmailpour_m,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
rahaforever4you,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
frank_1929,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Peroz401939762,human(2),True,True,True,True,False,Profile + Tweet + Temporal
D0wn_Under,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
talaye738,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
mohammadsoltann,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
corrrdeliiiaaa,human(2),True,True,True,True,False,Profile + Tweet + Temporal
rasoulipour,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Arman1828ex,human(2),True,True,False,False,True,Profile + Tweet + Graph
roshanak_ast,human(2),True,True,True,True,False,Profile + Tweet + Temporal
SasanAmjadi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
mard_meshki,human(2),True,True,True,True,False,Profile + Tweet + Temporal
AfshinEllian1,human(2),True,True,True,True,False,Profile + Tweet + Temporal
SaiedehSaideh59,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Hqkaya,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
Qaaaasem,human(2),True,True,True,True,False,Profile + Tweet + Temporal
kayvanabbassi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
safarazlilipoot,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
protester0101,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
sadeghZibakalam,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Fareydunfarrokh,unverified(4),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Giti544,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ArteshAriamehr,human(2),True,True,True,True,False,Profile + Tweet + Temporal
AriamehrAaron,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
charlychaplin25,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
5anazazana5,human(2),True,True,True,True,False,Profile + Tweet + Temporal
FanpageYaspah,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
c5GbNjtYsfYcHMr,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
oshtb,human(2),True,True,True,True,False,Profile + Tweet + Temporal
mehrdadbkhtiari,human(2),True,True,True,True,False,Profile + Tweet + Temporal
HiwaTubeAI2,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
SGhasseminejad,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
ilya_sh3,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
potypto,human(2),True,True,False,False,True,Profile + Tweet + Graph
mahsa8659,human(2),True,True,False,False,False,Profile + Tweet
Emen43054466,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
shgolzarfar,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
DidarHesam,unverified(4),True,True,False,False,False,Profile + Tweet
abelbalb,human(2),True,True,False,False,True,Profile + Tweet + Graph
IRAN_javid863,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Mard62881776,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
zarei_arad,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
KiMo10626877,can’t find,True,True,False,False,False,Profile + Tweet
Rezahashemi1919,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Pahlavi3vom,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Ivar_lathbrug2,human(2),True,True,True,True,False,Profile + Tweet + Temporal
PartyPikp2582,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
MahdaviLeily,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
SARBAZEH_VATAN1,human(2),True,True,True,True,False,Profile + Tweet + Temporal
mr_yousefi_,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Mitra_Jashni,human(2),True,True,False,False,True,Profile + Tweet + Graph
MashinMonee,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
EELKHAN1,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
hashemy_ir,can’t find,True,True,True,True,True,Profile + Tweet + Temporal + Graph
HHeLLFireeeeee,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Queenaurora209,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
zone7689,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
shah_pari431,unverified(4),True,True,False,False,False,Profile + Tweet
NaeimehDoustdar,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
aokurucz,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
shaheen_ir,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
FXMNDLSN,human(2),True,True,False,False,False,Profile + Tweet
yaamaashitaa,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Medinfo_X,human(2),True,True,True,True,False,Profile + Tweet + Temporal
GadflyPersia,unverified(4),True,True,False,False,False,Profile + Tweet
BehrouzBoochani,human(2),True,True,False,False,True,Profile + Tweet + Graph
VidaSarafraz,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
JM_pensylvani,human(2),True,True,True,True,False,Profile + Tweet + Temporal
abdorezaahmadi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
HeKasrehCrisis,human(2),True,True,True,True,False,Profile + Tweet + Temporal
DDSBobby,human(2),True,True,True,True,False,Profile + Tweet + Temporal
KFravahar,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
RezaS27,human(2),True,True,True,True,False,Profile + Tweet + Temporal
hastyarrr,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
cafeandisheh,human(2),True,True,True,True,False,Profile + Tweet + Temporal
mabi182,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
FardadFarahzad,can’t find,True,True,True,True,True,Profile + Tweet + Temporal + Graph
amiretemadi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
hosseintajik07,bot(1),True,True,False,False,False,Profile + Tweet
Akhis_pakhis2,human(2),True,True,True,True,False,Profile + Tweet + Temporal
SiamakGhassemi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Hosein40122106,human(2),True,True,True,True,False,Profile + Tweet + Temporal
IRAANBAAN,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
MFshfshh71601,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
AliEbrahimzade_,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Ava_e_rahaee,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
LawdanBazargan,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
gohareshghi,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
m_ojmal,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
MohammadSaam_M,human(2),True,True,True,True,False,Profile + Tweet + Temporal
nooralitoon,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
____ROHI____,human(2),True,True,False,False,False,Profile + Tweet
KamranMatin,human(2),True,True,True,True,False,Profile + Tweet + Temporal
PDKIfarsi,News Agent(3),True,True,True,True,False,Profile + Tweet + Temporal
KnightAnahita19,human(2),True,True,True,True,False,Profile + Tweet + Temporal
tomasshellllby,human(2),True,True,True,True,False,Profile + Tweet + Temporal
sasanrahimpour1,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
__Injaneb96,human(2),True,True,False,False,False,Profile + Tweet
ybensnkr888,human(2),True,True,False,False,False,Profile + Tweet
nastaran8888,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Mosolchi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
hzarkesh,human(2),True,True,True,True,False,Profile + Tweet + Temporal
seedhossein2111,human(2),True,True,True,True,False,Profile + Tweet + Temporal
pahlavi_yasmine,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
H_2Arya,human(2),True,True,True,True,False,Profile + Tweet + Temporal
2TOSgzCFJ8VtSJK,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Gmod_irian,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
Arashir22142540,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Arash87kamangir,human(2),True,True,False,False,False,Profile + Tweet
SamanArbabi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
_tinafrn_,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
agha_xavier2,human(2),True,True,True,True,False,Profile + Tweet + Temporal
mashmolak,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
ARHAMEL2,human(2),True,True,False,False,True,Profile + Tweet + Graph
lilireyyy,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
hooman__khalili,human(2),True,True,True,True,False,Profile + Tweet + Temporal
matador_khaste,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ShayanX0,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Rayan9717,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
freeman010,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Oliver_jzy,can’t find,True,True,False,False,False,Profile + Tweet
GolestanParsa,human(2),True,True,False,False,False,Profile + Tweet
king_fishpoet,human(2),True,True,True,True,False,Profile + Tweet + Temporal
wilma890,unverified(4),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Farbodahmadi880,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
F7_Arash,human(2),True,True,False,False,False,Profile + Tweet
adam_hesabi1,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Airf0rArts,News Agent(3),True,True,False,False,True,Profile + Tweet + Graph
arash135713,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
salarvan_vahid,human(2),True,True,True,True,False,Profile + Tweet + Temporal
leiliii27,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Mooniter,human(2),True,True,True,True,False,Profile + Tweet + Temporal
roshangarnasl,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Bahar00452227,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Amooamirkhan,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
mypersia1_,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
BeeVan88,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Persian_picture,human(2),True,True,True,True,False,Profile + Tweet + Temporal
GreyWol08482159,bot(1),True,True,False,False,False,Profile + Tweet
NFreeIran2022,human(2),True,True,True,True,False,Profile + Tweet + Temporal
OmidKT62,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
sedaye_mardoom,human(2),True,True,True,True,False,Profile + Tweet + Temporal
PanteaPeyvandi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
mojgan07798961,human(2),True,True,True,True,False,Profile + Tweet + Temporal
EbneHava,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
majid53866855,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
lIshaghayeghlI,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Maj_mohammadi,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
morrysafi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
saraa22shz,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
Tanhatarin00,bot(1),True,True,False,False,False,Profile + Tweet
_mendeleev,human(2),True,True,True,True,False,Profile + Tweet + Temporal
iman_inj,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Freedom_of_IR,human(2),True,True,True,True,False,Profile + Tweet + Temporal
SushyanPahlavi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
HistoryInPik,human(2),True,True,True,True,False,Profile + Tweet + Temporal
shahinnajafi80,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ShahramKhalatb1,can’t find,True,True,False,False,False,Profile + Tweet
alirzadabir,human(2),True,True,True,True,False,Profile + Tweet + Temporal
antipantork1,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
ElhamOmidvari,human(2),True,True,True,True,False,Profile + Tweet + Temporal
AntiProp_aganda,human(2),True,True,True,True,False,Profile + Tweet + Temporal
marytabanejad,human(2),True,True,True,True,False,Profile + Tweet + Temporal
YepremKhann,human(2),True,True,True,True,False,Profile + Tweet + Temporal
FAZEL_TWT,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Sokoot3333,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
JavidanIranema,human(2),True,True,True,True,False,Profile + Tweet + Temporal
hesamorouji,human(2),True,True,True,True,False,Profile + Tweet + Temporal
J1nne,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
Parpanchi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Diiyako_ir,human(2),True,True,False,False,False,Profile + Tweet
fuxy_twite,human(2),True,True,True,True,False,Profile + Tweet + Temporal
megamaniran,bot(1),True,True,False,False,False,Profile + Tweet
HichkasOfficial,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Artemizshahdokh,human(2),True,True,True,True,False,Profile + Tweet + Temporal
eliiranabad,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
pahlavi_davoud,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
farvahar2023,human(2),True,True,True,True,False,Profile + Tweet + Temporal
rahe_AZADI_5,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Ervin_dearcelo2,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
darwinsabouri,human(2),True,True,False,False,False,Profile + Tweet
rezak121212,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Revolution_R_,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
frarandeh,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
PahlaviKourosh,human(2),True,True,True,True,False,Profile + Tweet + Temporal
SiavashIran,human(2),True,True,False,False,False,Profile + Tweet
Koroshariae2021,human(2),True,True,True,True,False,Profile + Tweet + Temporal
IranPlateau1,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
chawshin_83,human(2),True,True,False,False,False,Profile + Tweet
rezayyyyyyy,human(2),True,True,True,True,False,Profile + Tweet + Temporal
GreatIran2023,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
agha_rashti2,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Iranaryan2579,human(2),True,True,False,False,True,Profile + Tweet + Graph
Malusakam,human(2),True,True,True,True,False,Profile + Tweet + Temporal
_AshkAval_,human(2),True,True,True,True,False,Profile + Tweet + Temporal
negannegan55,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
RadioZamaneh,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
Mhrdadbarandaz3,bot(1),True,True,False,False,True,Profile + Tweet + Graph
unknownproteste,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Lily92874373,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
naslesookhtehh,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Azadlavasani,human(2),True,True,True,True,False,Profile + Tweet + Temporal
